#nrNodes nrCollisions nrTransmissions OverallEnergy
500 0 1009 28.68873216
500 0 1035 28.628210688
500 0 997 30.289256448
500 0 995 26.763128832
1000 0 2006 53.330331648000005
5000 137 9910 255.431624448
1000 0 1976 51.820184064
1000 0 1934 55.54893696
1000 0 2005 50.40997632
1000 0 1971 49.664964096
1000 0 1953 54.954670848
1000 0 2102 57.194666495999996
1000 0 1998 53.025764351999996
1000 0 1944 50.285571072
1000 0 2028 51.641458176
2000 0 4195 106.57849804800001
2000 0 4020 109.631951616
2000 0 3935 107.364212736
5000 119 9988 260.512184064
2000 0 3925 97.247639808
2000 0 3982 103.15061222400001
2000 0 4037 109.393515264
2000 0 3951 106.911154944
2000 0 4008 104.229852672
2000 0 4097 109.35094579199999
2000 0 4025 117.408817152
3000 0 6041 159.792771072
3000 0 6044 158.18432256
3000 0 6028 162.74379264
3000 0 5998 160.92941568
3000 0 6047 166.62765081600003
5000 97 10019 263.615176704
3000 0 6203 163.199063808
3000 0 6088 155.43379737600003
3000 0 6011 158.23686067199998
3000 0 5977 161.210345472
3000 0 6078 160.44393446400002
5000 91 9935 259.482170112
4000 0 8005 206.368031232
4000 0 7982 204.87008256000001
4000 0 7980 210.047287296
4000 0 7953 205.16340556800003
4000 0 8025 209.008267776
4000 0 7920 206.790515712
4000 0 7924 208.340639232
4000 0 8072 215.526617856
4000 0 8063 206.882016
4000 0 7946 203.975329536
5000 0 10116 261.330702336
5000 0 10193 277.56351744
5000 0 9827 256.89789312
5000 0 10098 268.93149465600004
5000 0 10071 269.87258496
5000 0 9812 249.47928192
5000 0 10027 278.66940288
5000 0 9946 258.52464
5000 0 9847 253.175932416
5000 0 10174 253.79293209600002
500 2 1556 39.642341376000005
500 8 1625 46.392293376000005
500 2 1680 45.051443711999994
500 0 1773 51.818545152000006
500 4 1714 48.59399424
500 4 1641 49.287980544
500 4 1603 34.652994815999996
500 4 1720 48.830403071999996
500 4 1684 39.533776128
500 6 1804 51.711162623999996
1000 12 3405 95.05649049600001
1000 14 3330 85.21435084800001
1000 12 3291 95.6383296
1000 8 3324 84.473055744
1000 10 3309 80.74754688
1000 16 3379 93.46242048
1000 8 3394 86.696848128
1000 4 3471 90.332909568
1000 18 3326 87.38712576
1000 6 3572 88.727113728
2000 52 6682 172.202756352
2000 40 6603 176.64553420800002
2000 45 6811 184.715891712
2000 38 6848 185.08862592000003
2000 38 6647 186.252684288
2000 42 6691 182.67598694400002
2000 42 6633 177.69640627200002
2000 34 6578 163.432710144
2000 58 6617 188.592949248
2000 48 6524 168.596288256
3000 130 9934 277.10133580800004
3000 81 9884 259.48788096
3000 114 10138 264.487559424
3000 72 10066 263.510134272
3000 98 9879 269.288008704
3000 78 9990 261.923768832
3000 97 10306 267.522114816
3000 85 10072 251.084283648
3000 80 10132 263.857896192
3000 109 10054 266.57583744
4000 181 13158 356.45852774400004
4000 187 13460 371.414529024
4000 198 13595 376.36530201600004
4000 171 13384 347.229535488
4000 126 13236 341.85751987199995
4000 194 13395 356.996952576
4000 174 13479 355.77494092800004
4000 207 13826 372.119058432
4000 221 13580 372.27151104
4000 170 13486 359.76678144
5000 221 16364 424.820715264
5000 243 16541 438.21708902399996
5000 281 16499 450.05076864
5000 270 16604 429.112637184
5000 301 16838 436.966320384
5000 256 17096 459.149442048
5000 236 16466 430.28380032
500 0 1026 26.667953664000002
500 2 1004 27.053976576
500 0 1049 32.711010816
500 0 973 26.689403136
500 0 954 29.653730304
500 0 1046 30.745879296000002
500 2 1020 25.729389312
500 2 1055 28.142349312
500 0 974 24.916945152
500 0 976 27.228512256000002
1000 4 1998 48.250498560000004
1000 8 2056 55.831429632
1000 4 1953 51.551782656
1000 0 1997 51.946971648
1000 2 2012 54.150868992
1000 6 2116 54.935274240000005
1000 6 1962 49.532220672
1000 6 1982 53.289578496
1000 0 1903 47.857007616000004
1000 4 2039 53.958710784000004
2000 36 4076 107.490687744
2000 26 3978 101.88361497599999
2000 22 4021 102.839539968
2000 26 4128 108.001960704
2000 18 4010 103.868928768
2000 22 3949 107.287200768
2000 22 3977 104.995604736
2000 34 3947 109.74354969599999
2000 20 3984 107.82790656
2000 16 3954 101.32888550400001
3000 53 6067 170.48129049599999
3000 37 6115 160.333823232
3000 47 6008 155.588387328
3000 48 6036 156.797127168
3000 58 6152 164.85684864
3000 48 5914 150.980865024
3000 64 5931 155.216802048
3000 48 6254 163.804126464
3000 41 6034 154.074514176
3000 38 5946 157.98728985600002
4000 77 8051 212.431405824
4000 78 8034 215.86352409600002
4000 86 8007 204.524787456
4000 77 8004 210.307037952
4000 61 7985 204.38373120000003
4000 70 8023 217.035236352
4000 103 7998 215.06588928
4000 67 7920 204.89568844800002
4000 71 8005 215.89268659200002
4000 64 7850 203.81801088
5000 137 9979 269.197192704
5000 129 10007 264.59951232
5000 138 10032 261.33752832
5000 108 10027 264.24993408
5000 101 9966 274.26699801600006
5000 129 9859 263.524732416
500 0 1000 22.430563583999998
500 0 1045 27.983425536000002
500 0 1043 27.158596608
500 0 987 25.987323648
5000 127 10129 276.279624192
500 0 1019 26.116983552
500 0 986 26.082067968
500 0 972 26.664785664
500 0 1034 28.543663104000004
500 0 987 25.219239936
500 0 1003 24.655285248
1000 0 2073 54.229798656
5000 128 9990 267.775757568
1000 0 2026 53.737930752000004
1000 0 2012 54.282429696
1000 0 2092 53.985440256000004
1000 0 2085 57.0848256
1000 0 2017 51.92656128
1000 0 2061 55.884423936000005
1000 0 2030 55.167323904
1000 0 2011 54.172259328
1000 0 1978 50.24177664
2000 0 3859 99.862887168
2000 0 3988 105.549083904
2000 0 3994 101.53563340800001
2000 0 4156 110.049401088
5000 146 10111 264.521047296
2000 0 3947 107.01149184
2000 0 4073 115.13500416
2000 0 4064 110.48088268800001
2000 0 3932 111.35547878400001
5000 110 9919 266.006898432
2000 0 3994 106.216847616
3000 0 6074 161.131052544
3000 0 5906 160.654762752
3000 0 5987 151.77913344
3000 0 6110 162.246610944
3000 0 6025 160.955959296
3000 0 5924 157.511625216
3000 0 6029 156.072398592
3000 0 5839 150.911811072
3000 0 5859 145.204418304
3000 0 6082 163.13462246400002
4000 0 7968 209.075978496
4000 0 8143 216.17812761599998
4000 0 8008 205.281407232
4000 0 8156 225.897644544
4000 0 8035 211.11513984
4000 0 8117 215.744669184
4000 0 8012 209.35081728
4000 0 7981 206.82644505599998
4000 0 8191 221.31705446400002
4000 0 8043 218.40815462400002
5000 0 9996 252.968829696
5000 0 10085 268.667165184
5000 0 10082 266.500033536
5000 0 10125 267.179903232
5000 0 9915 252.03265612799999
5000 0 9987 276.908130048
5000 0 9948 256.102378752
5000 0 10135 271.48254566400004
5000 0 9988 250.383437568
5000 0 10004 258.100026624
500 0 1464 40.161124608
500 6 1572 41.760331008
500 2 1524 41.24934528
500 0 1587 42.567596544
500 0 1592 35.060796671999995
500 2 1665 46.570537728
500 4 1544 40.733535744
500 4 1619 37.097203968
500 4 1600 43.993644288000006
500 2 1530 39.809527296000006
1000 6 3004 76.446112512
1000 18 3057 86.717858304
1000 12 3307 97.489345536
1000 8 3116 87.511235328
1000 18 3264 88.4940672
1000 8 3258 82.657124352
1000 6 3267 83.38404940800001
1000 16 3319 77.349406464
1000 10 3180 87.511302912
1000 12 3422 86.440915968
2000 53 6450 175.48693324799999
2000 30 6526 175.96077312
2000 36 6618 171.18990028800002
2000 44 6441 168.21686323199998
2000 58 6638 175.551078912
2000 50 6782 186.651235584
2000 52 6739 172.759834368
2000 54 6519 168.31138790400001
2000 57 6423 173.899114752
2000 44 6653 182.610675456
3000 84 9590 246.683467008
3000 90 9740 244.745208576
3000 116 9719 250.342802688
3000 97 9834 263.187369984
3000 88 9664 269.821449216
3000 98 9550 258.76962355200004
3000 75 9607 251.11631846400002
3000 79 9841 260.182923264
3000 98 10026 264.400958976
3000 99 9846 264.56149632
4000 164 12996 335.705221632
4000 118 12734 326.360753664
4000 171 12942 358.01329766400005
4000 168 13334 341.15455334399996
4000 141 13055 339.186372096
4000 144 12591 321.90822681599997
4000 160 12979 346.208231424
4000 173 12973 338.93001753600004
4000 142 13079 338.411698944
4000 177 13069 331.75779225599996
5000 253 16217 429.458793984
5000 255 16486 428.375245056
5000 303 16290 445.92012748800005
5000 239 16232 423.35804544
5000 287 16344 454.119004416
5000 218 16354 433.417915392
5000 245 16198 425.47015526399997
5000 238 16250 404.320376064
5000 249 16012 427.90870425599996
5000 269 16160 415.934939904
500 0 997 23.986778112
500 2 1011 25.971956736000003
500 4 992 25.566587904
500 4 1009 27.628567296
500 0 966 25.658992128
500 0 1022 25.722630912
500 0 1016 26.397710592
500 4 1026 27.169959168000002
500 2 985 25.644748800000002
500 0 997 25.55917056
500 0 974 24.027362304
500 4 961 27.473250816
500 2 996 27.542237184
500 0 999 28.91480064
500 4 1003 25.464569855999997
500 2 1044 23.1846912
500 2 1024 28.288068864
500 0 993 24.133722624
500 2 990 26.218477824
500 2 997 29.011885056
500 0 991 26.938931712000002
500 0 1032 23.170430976
500 0 1067 25.150557696000003
500 0 1041 29.45914752
500 2 991 24.072331008000003
500 0 962 23.574414336
500 2 1056 27.426837504
500 0 1029 25.389120767999998
500 0 1027 26.810133504
500 2 1014 26.235103488
500 0 935 29.446543104000003
500 0 968 22.792712448
500 0 1001 25.303044096
500 0 1003 26.247065856
500 0 982 25.48934784
500 4 1008 27.156087552000002
500 0 1040 28.281259776
500 0 1038 25.333617408
500 2 1031 25.887257088
500 2 1029 32.042866944000004
500 2 999 26.43353856
500 0 1001 24.770896128
500 0 998 24.403889664
500 0 975 24.659027712
500 2 1049 27.5814528
500 2 938 27.58550784
500 2 1025 30.127333632
500 0 1042 28.998300672000003
500 2 990 24.651846912
500 0 998 26.325074688
500 2 1042 27.35078016
500 0 1011 25.354171392
500 4 985 25.092832512
500 2 973 27.673823232
500 0 1010 23.089989120000002
500 2 1027 25.645078272
500 6 972 27.654882816
500 2 1044 27.316658688
500 4 1019 27.873094656
500 0 994 30.500515584
500 0 974 28.05931392
500 2 1003 27.370565376000002
500 4 1033 25.93307904
500 2 1014 30.241863168000002
500 0 999 27.318559488000002
500 2 1044 29.74126848
500 0 1010 29.071181568
500 0 1005 27.199932672000003
500 0 1020 25.751185151999998
500 4 966 25.475881728
500 2 1037 26.058143232
500 0 985 28.913753088
500 0 1007 26.677584384
500 2 949 25.992307968000002
500 0 1036 25.704991488
500 4 1038 28.181294592
500 0 1049 28.245727488
500 0 998 26.187608832
500 2 1034 27.706930944000003
500 4 989 25.205174015999997
500 2 983 28.650775296
500 2 950 23.569565184000002
500 0 1006 27.048113664000002
500 2 986 26.49106944
500 0 994 25.196633088
500 4 1022 26.733645312
500 4 984 26.482275072
500 0 973 26.647729152
500 0 1047 27.301976063999998
500 0 1019 25.985532672
500 4 1057 24.965225472
500 4 1036 27.337128192
500 0 1028 23.550726144000002
500 6 985 26.625232128000004
500 2 1038 27.890827008000002
500 2 1042 28.302776832000003
500 4 1046 25.70950272
500 0 1010 28.967947008000003
500 2 967 26.143155456
500 0 1004 28.507505664
1000 2 2105 54.944212224
1000 4 2021 54.754047744000005
1000 10 2129 52.412921088
1000 8 2017 54.600302592
1000 0 2072 55.211422464
1000 10 1985 53.403896832
1000 8 2041 56.493913344000006
1000 8 2011 53.673362688000005
1000 2 1996 51.581950464
1000 6 2045 51.057988608
1000 8 1920 53.729938944
1000 10 2018 55.51784832
1000 2 2132 55.740427776
1000 4 2080 58.157577984
1000 12 2006 52.58803968
1000 10 2048 51.2238144
1000 4 1972 54.673563648000005
1000 10 1988 52.202667264
1000 8 1951 55.336647168
1000 8 1957 49.22484864
1000 10 2056 52.087892736
1000 10 2011 58.117602048
1000 8 2036 54.490419456
1000 4 2081 51.80393856
1000 0 1984 48.256826112000006
1000 6 1946 51.233073408
1000 8 2083 56.500823808
1000 4 2036 55.253434368
1000 0 2061 55.921105152
1000 8 2042 53.475248640000004
1000 6 2150 63.863720448
1000 4 1990 51.797594112000006
1000 4 1987 49.600210176
1000 2 2049 52.891762176
1000 6 2011 53.885973504
1000 4 2074 55.079811072000005
1000 8 1953 54.293091072
1000 2 1933 51.717861888
1000 6 2013 50.565495552
1000 4 2052 57.025191168
1000 4 1943 48.845263104000004
1000 8 1928 52.415692031999995
1000 6 2068 55.039623936000005
1000 6 2023 51.744481535999995
1000 10 1940 56.459006208000005
1000 4 1946 53.070412032
1000 6 2066 56.602368768
1000 2 2035 55.374308352
1000 6 1957 55.198150656
1000 2 2018 52.680258048
1000 0 1944 54.475432704000006
1000 4 2010 53.4249408
1000 6 2047 53.740346880000004
1000 2 2076 59.487707136
1000 8 1989 46.914582528000004
1000 8 1968 54.288275712
1000 6 1906 47.768447232
1000 2 2006 52.333780224
1000 4 2080 55.67451648
1000 14 2036 54.427878912
1000 8 1957 53.52450048000001
1000 4 2010 54.50886988800001
1000 6 2075 54.230609664000006
1000 2 2028 49.756785408
1000 0 2052 53.222408447999996
1000 6 1968 51.030676224
1000 6 2038 52.359487488
1000 0 2029 55.324473600000005
1000 5 1955 50.308549632
1000 0 2026 51.047411712
1000 12 1952 52.870659072
1000 10 1948 47.751052800000004
1000 8 2064 54.015058943999996
1000 10 2018 54.538877184
1000 4 2020 53.110404864
1000 0 2033 57.1515648
1000 4 2028 50.941634304
1000 2 1954 51.543554304
1000 2 2052 53.598859776
1000 2 2053 56.143439616
1000 2 2002 49.847652096
1000 4 2029 54.058025472000004
1000 2 2030 49.995973632
1000 6 2012 51.358788096
1000 4 2043 55.323096576
1000 2 2059 54.575406336
1000 2 2019 51.440919552000004
1000 6 2027 53.296286208000005
1000 4 2003 50.794275840000005
1000 8 1995 48.715273728
1000 6 1966 52.605256704000006
1000 0 2032 54.912878592
1000 10 1937 55.317309696
1000 4 2021 45.492758784
1000 4 2070 58.31509939200001
1000 6 2011 52.076335872
1000 8 2045 53.133332736
1000 4 2060 53.276703744
1000 2 1962 51.874622976000005
1000 0 1921 50.369062656000004
2000 32 4049 107.256348672
2000 22 4044 114.739316736
2000 14 4079 109.668151296
2000 18 4039 113.20241433599999
2000 20 4013 104.28073497599999
2000 18 4094 109.03711104000001
2000 12 4062 98.854348032
2000 18 4053 112.73021337600001
2000 26 4122 111.32743987200001
2000 18 4025 108.958772736
2000 16 4011 103.288872192
2000 30 4046 106.281449472
2000 27 4044 106.99725696
2000 18 4053 101.14147507199999
2000 16 4113 110.553214464
2000 18 3924 110.626323456
2000 24 4087 112.33395148800001
2000 24 3917 98.41206988799999
2000 18 3956 104.547860736
2000 29 4029 105.963466752
2000 28 4009 111.698644992
2000 26 3969 102.977774592
2000 23 3940 101.34061977600001
2000 34 4033 108.982038528
2000 14 4045 105.85360051200001
2000 16 4053 107.50008192
2000 26 4067 112.34576179199999
2000 23 3943 107.22367180799999
2000 18 3892 101.806856448
2000 23 4001 103.91280768
2000 4 4059 108.49516339200001
2000 28 4033 115.443550464
2000 22 4026 106.310164224
2000 14 3920 100.062327552
2000 10 3995 107.99467007999999
2000 25 4003 108.732129792
2000 22 4003 107.571112704
2000 22 3949 99.384544512
2000 28 4173 117.54564096000001
2000 25 4141 105.293202432
2000 24 4037 105.582242304
2000 26 4092 101.439258624
2000 4 4057 101.910074112
2000 26 4074 104.633092608
2000 24 4090 106.87239552
2000 23 4099 110.39690112000001
2000 6 3987 98.86194278400001
2000 12 4022 114.931339776
2000 18 4070 104.407243776
2000 16 4079 103.44337766400001
2000 16 3950 104.592499968
2000 18 4043 114.63168076800001
2000 28 3789 103.76454528000001
2000 22 3979 104.16426240000001
2000 18 4004 107.64292070399999
2000 16 3970 108.650429184
2000 12 3938 101.930340864
2000 30 3966 106.80185472
2000 18 3937 93.615067392
2000 20 4061 106.7596992
2000 34 4013 100.555428864
2000 28 3972 106.120962816
2000 12 3993 111.201074688
2000 22 4020 108.05374694400001
2000 24 4118 111.39104486400001
2000 20 4030 105.391021824
2000 20 4091 111.73003776
2000 28 3974 112.558642944
2000 8 3989 99.22124467200001
2000 24 4065 114.315201792
2000 8 3953 102.614949888
2000 18 3933 106.61718144
2000 12 4030 104.792869632
2000 35 4045 105.075193344
2000 18 3916 103.650049536
2000 20 4071 106.76443008
2000 20 4087 109.54021478400001
2000 20 4127 110.410679808
2000 12 3943 101.87409407999999
2000 20 3969 102.832359168
2000 30 4050 109.767178752
2000 20 3995 109.192866816
2000 23 3814 97.57425638400001
2000 22 4050 101.188048896
2000 18 4038 105.788508672
2000 10 4066 104.27615616
2000 18 3989 101.48507212800001
2000 26 4138 105.96827366400001
2000 24 4016 103.667672064
2000 24 4034 106.701010944
2000 12 4149 108.412753152
2000 12 3934 98.994753792
2000 26 3911 102.218468352
2000 22 3919 105.424822272
2000 26 3961 102.40365696
2000 12 4079 107.670123264
2000 18 3971 103.216320768
2000 13 4076 102.901548288
2000 22 4064 107.22842803200001
2000 16 4089 113.85857049600001
3000 56 6035 165.52369152
3000 46 6057 162.136178688
3000 63 5936 168.018411264
3000 56 6107 164.42780006400002
3000 46 6056 160.168191744
3000 42 5961 155.36266521599998
3000 68 6057 161.620394496
3000 46 6051 162.936263424
3000 44 5985 161.37567283200002
3000 45 5967 159.679221504
3000 50 6179 166.18373376
3000 48 6037 150.394050048
3000 45 5971 158.05603123199998
3000 30 5993 157.31019955200003
3000 48 5907 154.84689792
3000 34 6055 156.316359936
3000 64 6058 162.739027968
3000 42 5903 153.39143424000002
3000 38 6009 160.367251968
3000 52 5990 168.422403072
3000 53 6063 164.016407808
3000 44 6090 155.912520192
3000 54 6027 160.44427238400002
3000 28 5969 163.43023488
3000 62 6087 169.25001984
3000 52 5912 163.421609472
3000 30 6023 157.21148467199998
3000 50 6127 158.85389414399998
3000 54 6009 154.695712512
3000 46 6080 158.93297587200001
3000 44 5976 158.041728768
3000 42 6034 155.775426048
3000 42 5802 158.921444352
3000 36 5918 164.727197184
3000 48 6155 162.4220928
3000 38 6108 163.40103859200002
3000 40 5986 162.32998425600002
3000 26 5966 157.93362815999998
3000 58 6149 171.534409728
3000 46 6124 158.827502592
3000 50 6082 157.159259136
3000 38 5877 148.489583616
3000 48 5990 166.79874816
3000 52 5933 160.913710848
3000 44 5909 149.78862412799998
3000 48 6094 162.05135232
3000 56 6065 153.843638784
3000 44 6029 153.40793318400003
3000 50 6052 161.666985216
3000 52 6013 160.421927424
3000 38 5963 152.97183897600002
3000 58 6186 166.11332812799998
3000 38 5889 150.238395648
3000 32 6054 156.72819993599998
3000 63 5899 153.862545408
3000 38 6180 161.3496192
3000 38 6034 170.60061849599998
3000 38 5877 154.580929536
3000 52 5960 153.48765696
3000 32 6013 159.20544921599998
3000 31 6015 159.25084031999998
3000 44 5995 157.69661952
3000 28 5933 149.158361088
3000 38 6280 166.741960704
3000 46 6018 152.667499776
3000 42 6177 156.99007104
3000 38 5957 154.83431884799998
3000 58 6162 166.102269696
3000 22 6095 154.26377472
3000 41 6017 161.843033088
3000 48 5865 159.48624384000001
3000 50 6003 161.424882432
3000 30 5899 148.556660736
3000 30 5983 158.35376409600002
3000 44 5926 151.95624576
3000 50 6005 159.20373427200002
3000 30 6063 161.75919513600002
3000 47 6073 156.783652608
3000 43 6013 160.39926988800002
3000 49 6047 158.32065638400002
3000 32 5972 154.396847616
3000 40 6103 163.667817984
3000 44 6065 162.076992
3000 38 5944 149.236099584
3000 48 5838 158.65263744
3000 56 6119 157.995628032
3000 48 5972 160.73595648
3000 40 5988 158.648692224
3000 40 5980 162.147177984
3000 44 5988 157.796398848
3000 64 5960 161.374422528
3000 60 6033 159.862365696
3000 44 5966 152.521256448
3000 71 6082 164.710199808
3000 56 6070 158.378153472
3000 40 6000 165.1070784
3000 46 6053 156.128594688
3000 52 5979 157.75326336
3000 42 6002 155.993299968
3000 53 6024 153.205628928
4000 88 8029 201.61747584
4000 77 7787 212.346326016
4000 75 8098 209.166127104
4000 62 8131 202.40762572800003
4000 52 8019 215.32860518400003
4000 79 8084 221.26857139199998
4000 106 8025 212.117723136
4000 78 7828 207.727221504
4000 103 8004 219.54512025600002
