#nrNodes nrCollisions nrTransmissions OverallEnergy
200 2 694 5.182814208000001
1000 14 3473 25.936475136000002
2000 36 6654 49.692284928000014
3000 141 10140 75.72584448000002
4000 184 13355 99.73556736000002
200 0 710 5.302302720000001
1000 2 3475 25.951411200000003
2000 20 6707 50.088090624
3000 38 9899 73.926048768
4000 74 13253 98.97382809600002
