#nrNodes nrCollisions nrTransmissions OverallEnergy
2000 1260 6663 1160.0042065920002
2000 1285 6701 1166.6198691840002
2000 1382 6907 1202.483724288
2000 1313 6866 1195.345772544
2000 1271 6650 1157.7409536000002
2000 1289 6796 1183.159025664
2000 1266 6770 1178.63251968
2000 1229 6715 1169.0572185600001
2000 1224 6598 1148.6879416320003
2000 1293 6782 1180.721676288
2000 1087 6385 1111.6054118400002
2000 1174 6679 1162.789748736
2000 1101 6475 1127.2740864
2000 1170 6582 1145.9023994880001
2000 1309 6686 1164.008423424
2000 1272 6652 1158.089146368
2000 1194 6690 1164.70480896
2000 1203 6649 1157.566857216
2000 1258 6822 1187.6855316480003
2000 1252 6646 1157.044568064
2000 1138 6490 1129.8855321600001
2000 1127 6389 1112.3017973760002
2000 1209 6729 1171.494567936
2000 1233 6739 1173.235531776
2000 1302 6818 1186.9891461120003
2000 1237 6631 1154.433122304
2000 1221 6683 1163.486134272
2000 1208 6659 1159.3078210560002
2000 1313 6868 1195.693965312
2000 1102 6591 1147.4692669440003
2000 1154 6478 1127.796375552
2000 1231 6651 1157.9150499840002
2000 1281 6707 1167.6644474880002
2000 1181 6544 1139.286736896
2000 1266 6830 1189.07830272
2000 1270 6688 1164.356616192
2000 1356 6918 1204.398784512
2000 1149 6515 1134.2379417600002
2000 1205 6670 1161.2228812800001
2000 1250 6594 1147.9915560960003
2000 1333 6762 1177.2397486080001
2000 1123 6410 1115.95782144
2000 1183 6653 1158.263242752
2000 1192 6567 1143.2909537280002
2000 1199 6668 1160.8746885120001
2000 1183 6729 1171.494567936
2000 1208 6611 1150.951194624
2000 1306 6772 1178.9807124480003
2000 1201 6664 1160.1783029760002
2000 1219 6746 1174.4542064640002
2000 1269 6750 1175.1505920000002
2000 1278 6753 1175.6728811520002
2000 1276 6860 1194.3011942400003
2000 1185 6656 1158.785531904
2000 1228 6512 1133.715652608
2000 1266 6824 1188.033724416
2000 1215 6516 1134.412038144
2000 1166 6448 1122.5734840320001
2000 1179 6542 1138.938544128
2000 1239 6821 1187.5114352640003
2000 1247 6665 1160.3523993600002
2000 1236 6705 1167.31625472
2000 1316 6814 1186.2927605760003
2000 1178 6609 1150.6030018560002
2000 1281 6851 1192.7343267840001
2000 1244 6663 1160.0042065920002
2000 1132 6374 1109.6903516160003
2000 1226 6616 1151.8216765440002
2000 1195 6720 1169.9277004800003
2000 1329 6840 1190.8192665600002
2000 1254 6607 1150.254809088
2000 1200 6729 1171.494567936
2000 1356 6927 1205.9656519680002
2000 1216 6854 1193.2566159360001
3000 2605 10065 1752.2801049600002
3000 2563 9885 1720.9427558400002
3000 2527 9823 1710.1487800320003
3000 2631 9858 1716.2421534720002
3000 2605 10086 1755.9361290240001
3000 2556 9942 1730.8662497280002
3000 2554 10035 1747.0572134400004
3000 2727 10104 1759.069863936
3000 2573 9998 1740.6156472320001
3000 2584 9920 1727.0361292800003
3000 2658 10147 1766.5560084480003
3000 2685 10059 1751.235526656
3000 2682 9961 1734.174081024
3000 2649 10039 1747.7535989760004
3000 2682 10108 1759.766249472
3000 2761 10086 1755.9361290240001
3000 2714 10074 1753.8469724160002
3000 2831 10077 1754.3692615680004
3000 2707 10240 1782.7469721600003
3000 2694 10124 1762.5517916160002
3000 2521 9830 1711.3674547200003
3000 2869 10493 1826.7933573120004
3000 2570 10042 1748.2758881280004
3000 2466 9703 1689.257213952
3000 2738 10029 1746.0126351360002
3000 2511 9788 1704.0554065920003
3000 2582 9953 1732.7813099520001
3000 2660 10143 1765.859622912
3000 2536 9814 1708.5819125760001
3000 2606 10061 1751.5837194240003
3000 2525 9993 1739.7451653120004
3000 2739 10067 1752.6282977280002
3000 2676 10049 1749.4945628160003
3000 2535 9789 1704.2295029760003
3000 2633 9909 1725.1210690560001
3000 2641 10067 1752.6282977280002
3000 2675 9999 1740.7897436160001
3000 2516 9907 1724.7728762880001
3000 2565 9808 1707.5373342720004
3000 2588 9918 1726.6879365120003
3000 2562 9923 1727.558418432
3000 2679 10095 1757.5029964800003
3000 2865 10157 1768.296972288
3000 2562 9865 1717.4608281600003
3000 2578 10001 1741.1379363840003
3000 2675 10090 1756.6325145600001
3000 2536 9987 1738.7005870080002
3000 2727 10269 1787.7957672960003
3000 2714 10282 1790.059020288
3000 2426 9740 1695.69878016
3000 2560 9795 1705.2740812800002
3000 2450 9790 1704.40359936
3000 2698 9949 1732.0849244160001
3000 2520 9932 1729.1252858880002
3000 2706 10080 1754.8915507200002
3000 2598 10090 1756.6325145600001
3000 2573 9854 1715.5457679360002
3000 2648 9898 1723.2060088320002
3000 2550 9900 1723.5542016000002
3000 2560 9799 1705.9704668160002
3000 2634 9995 1740.0933580800001
3000 2570 9771 1701.0957680640001
3000 2483 9788 1704.0554065920003
3000 2889 10439 1817.3921525760002
3000 2706 10040 1747.9276953600001
3000 2444 9675 1684.3825152000004
3000 2635 10064 1752.1060085760002
3000 2526 9825 1710.4969728
3000 2680 10158 1768.4710686720002
3000 2735 10094 1757.328900096
3000 2644 10119 1761.6813096960002
3000 2576 9857 1716.0680570880004
3000 2573 9997 1740.4415508480004
3000 2791 10222 1779.6132372480001
3000 2640 10100 1758.3734784
3000 2652 10110 1760.1144422400002
3000 2789 10303 1793.7150443520002
3000 2802 10181 1772.475285504
3000 2860 10362 1803.986731008
3000 2565 9900 1723.5542016000002
3000 2631 10076 1754.1951651840002
3000 2763 10228 1780.6578155520003
3000 2720 10080 1754.8915507200002
3000 2612 9828 1711.019261952
3000 2705 10093 1757.154803712
3000 2596 9927 1728.2548039680003
3000 2775 10098 1758.0252856320003
3000 2632 10097 1757.851189248
3000 2619 10052 1750.016851968
3000 2670 9975 1736.6114304
3000 2639 10102 1758.7216711680003
3000 2710 10118 1761.5072133120002
3000 2517 9946 1731.5626352640002
3000 2474 9699 1688.560828416
3000 2720 10136 1764.640948224
3000 2586 9875 1719.2017920000003
3000 2623 9936 1729.8216714240002
3000 2699 9996 1740.2674544640001
3000 2677 10186 1773.3457674240003
3000 2754 10151 1767.2523939840003
4000 4398 13179 2294.416244736
4000 4657 13552 2359.3541959680006
4000 4348 13194 2297.027690496
4000 4445 13406 2333.9361239040004
4000 4572 13408 2334.2843166720004
4000 4374 13073 2275.962028032
4000 4403 13059 2273.524678656
4000 4453 13410 2334.63250944
4000 4447 13348 2323.8385336320002
4000 4386 13293 2314.2632325120003
4000 4291 13271 2310.433112064
4000 4429 13166 2292.1529917440002
4000 4401 13334 2321.4011842560003
4000 4565 13491 2348.734316544
4000 4546 13598 2367.3626296320003
4000 4245 12992 2261.8602209280007
4000 4365 13154 2290.0638351360003
4000 4480 13327 2320.182509568
4000 4428 13301 2315.6560035840002
4000 4374 13432 2338.4626298880003
4000 4469 13571 2362.6620272640002
4000 4617 13585 2365.09937664
4000 4564 13425 2337.2439552
4000 4321 13222 2301.902389248
4000 4446 13251 2306.9511843840005
4000 4714 13641 2374.848774144
4000 4463 13443 2340.3776901120004
4000 4372 13278 2311.651786752
4000 4383 13264 2309.214437376
4000 4340 13338 2322.0975697920003
4000 4503 13238 2304.6879313920003
4000 4510 13312 2317.571063808
4000 4591 13590 2365.9698585600004
4000 4579 13447 2341.0740756480004
4000 4576 13359 2325.7535938560004
4000 4365 13115 2283.2740761600003
4000 4515 13411 2334.806605824
4000 4639 13676 2380.942147584
4000 4456 13260 2308.51805184
4000 4536 13357 2325.4054010880004
4000 4436 13374 2328.365039616
4000 4562 13142 2287.9746785280004
4000 4291 13112 2282.7517870080005
4000 4476 13443 2340.3776901120004
4000 4835 13825 2406.8825088000003
4000 4400 13307 2316.7005818880007
4000 4543 13563 2361.2692561920003
4000 4435 13213 2300.3355217920002
4000 4423 13138 2287.278292992
4000 4453 13341 2322.619858944
4000 4643 13629 2372.7596175360004
4000 4700 13591 2366.143954944
4000 4512 13391 2331.3246781440002
4000 4143 12914 2248.280702976
4000 4411 13110 2282.40359424
4000 4445 13398 2332.5433528320004
4000 4264 13018 2266.386726912
4000 4507 13359 2325.7535938560004
4000 4529 13518 2353.4349189120003
4000 4348 13300 2315.4819072000005
4000 4569 13440 2339.8554009600007
4000 4266 12985 2260.64154624
4000 4350 12995 2262.3825100800004
4000 4395 13195 2297.2017868800003
4000 4561 13420 2336.3734732800003
4000 4443 13311 2317.396967424
4000 4540 13380 2329.40961792
4000 4563 13423 2336.895762432
4000 4576 13596 2367.0144368640003
4000 4287 13194 2297.027690496
4000 4627 13578 2363.880701952
4000 4486 13322 2319.3120276480004
4000 4437 13263 2309.040340992
4000 4597 13462 2343.6855214080006
4000 4294 13094 2279.618052096
4000 4393 13123 2284.6668472320002
4000 4319 13242 2305.3843169280003
4000 4639 13578 2363.880701952
4000 4759 13712 2387.2096174080007
4000 4537 13250 2306.7770880000003
4000 4423 13289 2313.5668469760003
4000 4692 13449 2341.4222684160004
4000 4663 13675 2380.7680512
4000 4481 13431 2338.288533504
4000 4221 12985 2260.64154624
4000 4234 13124 2284.840943616
4000 4431 13309 2317.048774656
4000 4471 13266 2309.562630144
4000 4554 13517 2353.2608225280005
4000 4421 13333 2321.227087872
4000 4521 13484 2347.5156418560005
4000 4447 13311 2317.396967424
4000 4279 13139 2287.4523893760006
4000 4264 13127 2285.363232768
4000 4548 13383 2329.9319070720003
4000 4421 13280 2311.9999795200006
4000 4771 13615 2370.3222681600005
4000 4394 13205 2298.9427507200003
4000 4546 13309 2317.048774656
4000 4537 13462 2343.6855214080006
5000 7132 17131 2982.4451543040004
5000 6731 16836 2931.0867210240003
5000 6500 16495 2871.7198540800005
5000 6922 16806 2925.863829504
5000 6619 16616 2892.785516544
5000 6533 16655 2899.5752755200006
5000 6806 16951 2951.1078051840004
5000 6621 16713 2909.6728657920003
5000 6558 16812 2926.9084078080004
5000 6867 17086 2974.610817024
5000 6639 16609 2891.5668418560003
5000 6500 16375 2850.8282880000006
5000 6432 16558 2882.6879262720004
5000 6545 16688 2905.320456192
5000 6685 16723 2911.4138296320007
5000 6798 16982 2956.5047930880005
5000 6604 16758 2917.5072030720007
5000 6548 16634 2895.9192514560004
5000 6696 16691 2905.8427453440004
5000 6980 16971 2954.5897328640003
5000 6457 16491 2871.023468544
5000 6674 16861 2935.4391306240004
5000 6612 16627 2894.7005767680002
5000 6584 16556 2882.3397335040004
5000 6736 16806 2925.863829504
5000 6775 16892 2940.8361185280005
5000 6718 16599 2889.8258780160004
5000 6831 16869 2936.8319016960004
5000 6843 16968 2954.0674437120006
5000 6425 16486 2870.1529866240007
5000 6774 16879 2938.5728655360003
5000 6441 16424 2859.3590108160006
5000 6602 16684 2904.624070656
5000 6762 16820 2928.30117888
5000 6738 16864 2935.9614197760006
5000 6411 16518 2875.724070912
5000 6620 16714 2909.846962176
5000 7008 17042 2966.950576128
5000 6553 16362 2848.5650350080005
5000 6714 16774 2920.2927452160006
5000 6568 16533 2878.3355166720003
5000 6811 16885 2939.6174438400003
5000 6658 16727 2912.110215168
5000 6441 16380 2851.6987699200004
5000 6527 16547 2880.772866048
5000 6546 16344 2845.431300096
5000 6944 17002 2959.986720768
5000 6755 16891 2940.6620221440007
5000 6399 16504 2873.286721536
5000 6761 16857 2934.7427450880004
5000 6643 16630 2895.2228659200005
5000 6941 16947 2950.4114196480004
5000 6609 16627 2894.7005767680002
5000 6618 16543 2880.0764805120007
5000 6489 16568 2884.4288901120003
5000 6466 16365 2849.08732416
5000 6931 17109 2978.6150338560005
5000 6980 17119 2980.3559976960005
5000 6485 16600 2889.9999744000006
5000 6702 16721 2911.065636864
5000 6561 16616 2892.785516544
5000 6392 16369 2849.7837096960006
5000 6441 16576 2885.8216611840003
5000 6520 16397 2854.6584084480005
5000 6719 16739 2914.1993717760006
5000 6801 16785 2922.2078054400004
5000 6526 16388 2853.091540992001
5000 6305 16491 2871.023468544
5000 6794 16910 2943.9698534400004
5000 6702 16712 2909.4987694080005
5000 6658 16680 2903.92768512
5000 6741 16550 2881.2951552000004
5000 6661 16670 2902.1867212800003
5000 6537 16664 2901.1421429760003
5000 6692 16748 2915.7662392320003
5000 6588 16493 2871.3716613120005
5000 6544 16718 2910.5433477120005
5000 6719 16690 2905.6686489600006
5000 6619 16669 2902.0126248960005
5000 7010 16956 2951.9782871040006
5000 7028 17004 2960.3349135360004
5000 6819 16957 2952.1523834880004
500 0 1674 291.43734681600006
500 0 1781 310.06565990400003
500 0 1756 305.71325030400004
500 0 1632 284.12529868800004
5000 7151 17271 3006.818648064
500 0 1703 296.486141952
500 0 1693 294.7451781120001
500 0 1722 299.79397324800004
5000 6793 16704 2908.1059983360005
500 0 1624 282.7325276160001
500 0 1827 318.074093568
500 0 1663 289.522286592
500 0 1756 305.71325030400004
500 0 1690 294.22288896000003
500 0 1726 300.490358784
500 0 1651 287.433129984
500 0 1715 298.5752985600001
500 0 1725 300.3162624
500 0 1666 290.04457574400004
500 0 1605 279.42469632000007
5000 6724 16788 2922.7300945920006
5000 6547 16554 2881.9915407360004
5000 6455 16497 2872.0680468480004
5000 6705 16792 2923.426480128
500 0 1663 289.522286592
500 0 1711 297.87891302400004
5000 6524 16576 2885.8216611840003
500 0 1724 300.14216601600003
500 0 1599 278.38011801600004
5000 7113 16995 2958.76804608
500 0 1674 291.43734681600006
500 0 1726 300.490358784
5000 6559 16545 2880.42467328
500 0 1541 268.28252774400005
5000 6697 16779 2921.163227136
500 0 1631 283.951202304
500 0 1720 299.44578048
500 0 1641 285.69216614400005
500 0 1687 293.70059980800005
500 0 1586 276.11686502400005
500 0 1800 313.37349120000005
500 0 1753 305.190961152
500 0 1665 289.87047936
500 0 1731 301.36084070400005
500 0 1652 287.60722636800006
500 0 1692 294.571081728
500 0 1612 280.64337100800003
500 0 1640 285.51806976000006
500 0 1703 296.486141952
500 0 1780 309.89156352000003
500 0 1697 295.44156364800006
500 0 1852 322.42650316800007
500 0 1704 296.660238336
500 0 1572 273.67951564800006
500 0 1707 297.18252748800006
500 0 1614 280.991563776
500 0 1640 285.51806976000006
500 0 1612 280.64337100800003
5000 6688 16697 2906.8873236480003
5000 6546 16534 2878.509613056
500 0 1631 283.951202304
500 0 1668 290.39276851200003
500 0 1603 279.076503552
500 0 1675 291.61144320000005
500 0 1708 297.35662387200006
500 0 1713 298.22710579200003
500 0 1587 276.29096140800004
500 0 1687 293.70059980800005
500 0 1711 297.87891302400004
500 0 1556 270.89397350400003
5000 6713 16699 2907.2355164160003
5000 6980 17004 2960.3349135360004
500 0 1539 267.93433497600006
500 0 1796 312.677105664
500 0 1806 314.418069504
500 0 1656 288.30361190400004
500 0 1639 285.34397337600006
500 0 1648 286.910840832
500 0 1748 304.320479232
500 0 1686 293.526503424
5000 6633 16668 2901.8385285120007
5000 6655 16630 2895.2228659200005
500 0 1601 278.72831078400003
500 0 1610 280.29517824
500 0 1815 315.98493696
500 0 1630 283.77710592
500 0 1666 290.04457574400004
5000 6608 16604 2890.696359936
5000 6715 16828 2929.6939499520004
500 0 1521 264.80060006400004
500 0 1715 298.5752985600001
500 0 1579 274.898190336
500 0 1600 278.55421440000003
500 0 1716 298.7493949440001
500 0 1789 311.458430976
500 0 1680 292.48192512
500 0 1757 305.88734668800004
500 0 1675 291.61144320000005
500 0 1755 305.53915392
500 0 1651 287.433129984
500 0 1638 285.16987699200007
500 0 1699 295.789756416
500 0 1652 287.60722636800006
500 0 1616 281.339756544
500 0 1561 271.764455424
500 0 1611 280.46927462400004
500 0 1697 295.44156364800006
500 0 1602 278.902407168
500 0 1752 305.01686476800006
500 0 1719 299.271684096
500 0 1732 301.53493708800005
500 0 1689 294.04879257600004
500 0 1673 291.26325043200006
500 0 1725 300.3162624
500 0 1665 289.87047936
500 0 1642 285.86626252800005
500 0 1686 293.526503424
500 0 1612 280.64337100800003
1000 0 3288 572.4289105920001
1000 0 3339 581.3078261760002
1000 0 3285 571.9066214400001
1000 0 3438 598.543368192
1000 0 3312 576.6072238080001
1000 0 3334 580.4373442560001
1000 0 3106 540.7433687040001
1000 0 3447 600.1102356480001
1000 0 3352 583.5710791680001
1000 0 3286 572.0807178240001
1000 0 3439 598.7174645760001
1000 0 3275 570.1656576
1000 0 3588 624.657825792
1000 0 3537 615.7789102080001
1000 0 3375 587.5752960000001
1000 0 3302 574.866259968
1000 0 3300 574.5180672
1000 0 3304 575.2144527360001
1000 0 3319 577.825898496
1000 0 3381 588.6198743040001
1000 0 3423 595.9319224320001
1000 0 3293 573.299392512
1000 0 3337 580.9596334080001
1000 0 3210 558.8493926400001
1000 0 3278 570.6879467520001
1000 0 3365 585.83433216
1000 0 3436 598.195175424
1000 0 3210 558.8493926400001
1000 0 3386 589.4903562240002
1000 0 3303 575.0403563520001
1000 0 3423 595.9319224320001
1000 0 3461 602.547585024
1000 0 3488 607.2481873920001
1000 0 3135 545.7921638400001
1000 0 3374 587.4011996160001
1000 0 3168 551.5373445120001
1000 0 3260 567.55421184
1000 0 3274 569.991561216
1000 0 3328 579.392765952
1000 0 3353 583.7451755520001
1000 0 3454 601.328910336
1000 0 3400 591.9277056
1000 0 3306 575.5626455040001
1000 0 3398 591.579512832
1000 0 3432 597.4987898880001
1000 0 3287 572.2548142080001
1000 0 3279 570.862043136
1000 0 3275 570.1656576
1000 0 3404 592.6240911360001
1000 0 3380 588.4457779200001
1000 0 3330 579.74095872
1000 0 3306 575.5626455040001
1000 0 3395 591.0572236800001
1000 0 3444 599.5879464960001
1000 0 3143 547.184934912
1000 0 3309 576.084934656
1000 0 3406 592.972283904
1000 0 3252 566.1614407680001
1000 0 3314 576.9554165760001
1000 0 3539 616.1271029760001
1000 0 3314 576.9554165760001
1000 0 3309 576.084934656
1000 0 3386 589.4903562240002
1000 0 3184 554.322886656
1000 0 3231 562.5054167040001
1000 0 3271 569.469272064
1000 0 3308 575.9108382720001
1000 0 3424 596.1060188160001
1000 0 3370 586.70481408
1000 0 3363 585.486139392
1000 0 3451 600.806621184
1000 0 3286 572.0807178240001
1000 0 3369 586.5307176960001
1000 0 3443 599.4138501120001
1000 0 3280 571.0361395200001
1000 0 3317 577.477705728
1000 0 3329 579.5668623360001
1000 0 3402 592.2758983680001
1000 0 3250 565.8132480000002
1000 0 3422 595.7578260480001
1000 0 3301 574.6921635840001
1000 0 3351 583.396982784
1000 0 3405 592.79818752
1000 0 3298 574.169874432
1000 0 3307 575.736741888
1000 0 3390 590.1867417600001
1000 0 3098 539.3505976320001
1000 0 3350 583.2228864000001
1000 0 3325 578.8704768000001
1000 0 3367 586.1825249280001
1000 0 3378 588.0975851520001
1000 0 3331 579.9150551040001
1000 0 3281 571.210235904
1000 0 3458 602.0252958720001
1000 0 3460 602.3734886400001
1000 0 3363 585.486139392
1000 0 3299 574.3439708160001
1000 0 3212 559.1975854080001
1000 0 3381 588.6198743040001
2000 0 6581 1145.7283031040001
2000 0 6570 1143.8132428800002
2000 0 6605 1149.9066163200002
2000 0 6733 1172.190953472
2000 0 6513 1133.889748992
2000 0 6812 1185.944567808
2000 0 6508 1133.019267072
2000 0 6659 1159.3078210560002
2000 0 6812 1185.944567808
2000 0 6751 1175.324688384
2000 0 6510 1133.3674598400003
2000 0 6590 1147.29517056
2000 0 6614 1151.473483776
2000 0 6820 1187.33733888
2000 0 6522 1135.4566164480002
2000 0 6928 1206.1397483520002
2000 0 6817 1186.815049728
2000 0 6480 1128.1445683200002
2000 0 6634 1154.955411456
2000 0 6385 1111.6054118400002
2000 0 6614 1151.473483776
2000 0 6736 1172.713242624
2000 0 6768 1178.284326912
2000 0 6732 1172.016857088
2000 0 6716 1169.2313149440001
2000 0 6766 1177.936134144
2000 0 6619 1152.3439656960002
2000 0 6792 1182.4626401280002
2000 0 6797 1183.3331220480002
2000 0 6936 1207.5325194240002
2000 0 6763 1177.4138449920001
2000 0 6752 1175.4987847680002
2000 0 6799 1183.6813148160002
2000 0 6645 1156.87047168
2000 0 6637 1155.477700608
2000 0 6450 1122.9216768000001
2000 0 6834 1189.774688256
2000 0 6847 1192.0379412480002
2000 0 6757 1176.3692666880002
2000 0 6744 1174.106013696
2000 0 6881 1197.9572183040002
2000 0 6901 1201.439145984
2000 0 6946 1209.273483264
2000 0 6633 1154.781315072
2000 0 6777 1179.851194368
2000 0 6736 1172.713242624
2000 0 6693 1165.2270981120002
2000 0 6737 1172.887339008
2000 0 6630 1154.25902592
2000 0 6785 1181.24396544
2000 0 6744 1174.106013696
2000 0 6684 1163.660230656
2000 0 6817 1186.815049728
2000 0 6525 1135.9789056000002
2000 0 6507 1132.8451706880003
2000 0 6558 1141.724086272
2000 0 6629 1154.0849295360003
2000 0 6651 1157.9150499840002
2000 0 6663 1160.0042065920002
2000 0 6559 1141.8981826560002
2000 0 6867 1195.5198689280003
2000 0 6745 1174.2801100800002
2000 0 6846 1191.8638448640002
2000 0 6671 1161.3969776640001
2000 0 6615 1151.6475801600002
2000 0 6666 1160.5264957440002
2000 0 6721 1170.101796864
2000 0 6721 1170.101796864
2000 0 6624 1153.2144476160001
2000 0 6510 1133.3674598400003
2000 0 6664 1160.1783029760002
2000 0 6657 1158.9596282880002
2000 0 6789 1181.940350976
2000 0 6763 1177.4138449920001
2000 0 6841 1190.9933629440002
2000 0 7002 1219.022880768
2000 0 6928 1206.1397483520002
2000 0 6676 1162.267459584
2000 0 6571 1143.9873392640002
2000 0 6372 1109.342158848
2000 0 6586 1146.598785024
2000 0 6618 1152.169869312
2000 0 6844 1191.5156520960002
2000 0 6740 1173.40962816
2000 0 6737 1172.887339008
2000 0 6754 1175.8469775360002
2000 0 6686 1164.008423424
2000 0 7042 1225.9867361280003
2000 0 6560 1142.0722790400002
2000 0 6579 1145.3801103360001
2000 0 6714 1168.8831221760001
2000 0 6694 1165.401194496
2000 0 6567 1143.2909537280002
2000 0 6758 1176.543363072
2000 0 6764 1177.5879413760001
2000 0 6930 1206.4879411200002
2000 0 6741 1173.5837245440002
2000 0 6992 1217.281916928
2000 0 6797 1183.3331220480002
2000 0 6697 1165.9234836480002
3000 0 10091 1756.8066109440003
3000 0 9977 1736.9596231680002
3000 0 10118 1761.5072133120002
3000 0 9794 1705.0999848960003
3000 0 10024 1745.1421532160002
3000 0 9807 1707.3632378880002
3000 0 10108 1759.766249472
3000 0 10457 1820.525887488
3000 0 10030 1746.1867315200002
3000 0 9821 1709.8005872640001
3000 0 9973 1736.2632376320003
3000 0 9584 1668.5397442560002
3000 0 10123 1762.3776952320002
3000 0 9953 1732.7813099520001
3000 0 10152 1767.4264903680003
3000 0 10196 1775.0867312640003
3000 0 9832 1711.715647488
3000 0 10121 1762.0295024640002
3000 0 10124 1762.5517916160002
3000 0 10036 1747.2313098240002
3000 0 9930 1728.77709312
3000 0 10154 1767.7746831360002
3000 0 10356 1802.9421527040001
3000 0 10198 1775.4349240320003
3000 0 9895 1722.6837196800002
3000 0 9946 1731.5626352640002
3000 0 9925 1727.9066112000003
3000 0 10109 1759.9403458560002
3000 0 10227 1780.4837191680003
3000 0 10039 1747.7535989760004
3000 0 10146 1766.381912064
3000 0 10123 1762.3776952320002
3000 0 9841 1713.2825149440002
3000 0 9996 1740.2674544640001
3000 0 10123 1762.3776952320002
3000 0 10098 1758.0252856320003
3000 0 10015 1743.5752857600003
3000 0 10129 1763.4222735360001
3000 0 9854 1715.5457679360002
3000 0 10085 1755.7620326400001
3000 0 10180 1772.3011891200001
3000 0 10074 1753.8469724160002
3000 0 9987 1738.7005870080002
3000 0 10253 1785.0102251520002
3000 0 10127 1763.0740807680002
3000 0 9902 1723.9023943680002
3000 0 9822 1709.9746836480003
3000 0 9813 1708.4078161920002
3000 0 9903 1724.0764907520002
3000 0 10018 1744.0975749120003
3000 0 9996 1740.2674544640001
3000 0 10200 1775.7831168000002
3000 0 10087 1756.1102254080001
3000 0 10042 1748.2758881280004
3000 0 10210 1777.5240806400002
3000 0 10236 1782.0505866240003
3000 0 10150 1767.0782976
3000 0 10125 1762.7258880000002
3000 0 10206 1776.8276951040004
3000 0 9943 1731.0403461120002
3000 0 9917 1726.5138401280003
3000 0 9946 1731.5626352640002
3000 0 9873 1718.853599232
3000 0 10057 1750.8873338880003
3000 0 10234 1781.702393856
3000 0 9923 1727.558418432
3000 0 10132 1763.9445626880001
3000 0 9966 1735.0445629440003
3000 0 10152 1767.4264903680003
3000 0 9790 1704.40359936
3000 0 9927 1728.2548039680003
3000 0 9794 1705.0999848960003
3000 0 10099 1758.1993820160003
3000 0 9862 1716.9385390080001
3000 0 9987 1738.7005870080002
3000 0 10013 1743.227092992
3000 0 10082 1755.2397434880002
3000 0 9938 1730.1698641920002
3000 0 10280 1789.7108275200003
3000 0 10192 1774.390345728
3000 0 9850 1714.8493824000002
3000 0 9956 1733.3035991040003
3000 0 10233 1781.528297472
3000 0 10186 1773.3457674240003
3000 0 10099 1758.1993820160003
3000 0 9969 1735.5668520960003
3000 0 9876 1719.3758883840003
3000 0 9861 1716.7644426240004
3000 0 10128 1763.2481771520002
3000 0 9856 1715.8939607040002
3000 0 10027 1745.6644423680002
3000 0 10183 1772.8234782720003
3000 0 9910 1725.2951654400003
3000 0 10038 1747.5795025920002
3000 0 10236 1782.0505866240003
3000 0 10215 1778.3945625600002
3000 0 10120 1761.8554060800002
3000 0 10314 1795.6301045760001
3000 0 10137 1764.8150446080003
3000 0 9964 1734.696370176
4000 0 13422 2336.7216660480003
4000 0 13328 2320.3566059520003
4000 0 13311 2317.396967424
4000 0 13274 2310.955401216
4000 0 13253 2307.2993771520005
4000 0 13416 2335.6770877440003
4000 0 13492 2348.9084129280004
4000 0 13429 2337.940340736
4000 0 13534 2356.220461056
4000 0 13640 2374.67467776
4000 0 13383 2329.9319070720003
4000 0 13262 2308.866244608
4000 0 13351 2324.3608227840004
4000 0 13285 2312.87046144
4000 0 13357 2325.4054010880004
4000 0 13257 2307.995762688
4000 0 13260 2308.51805184
4000 0 13138 2287.278292992
4000 0 13286 2313.0445578240005
4000 0 13319 2318.789738496
4000 0 13372 2328.016846848
4000 0 13321 2319.1379312640006
4000 0 13556 2360.050581504
4000 0 13510 2352.0421478400003
4000 0 13058 2273.3505822720003
4000 0 13164 2291.8047989760003
4000 0 13354 2324.883111936
4000 0 13136 2286.9301002240004
4000 0 13293 2314.2632325120003
4000 0 13503 2350.8234731520006
4000 0 13239 2304.8620277760006
4000 0 13140 2287.6264857600004
4000 0 13616 2370.4963645440002
4000 0 13647 2375.8933524480003
4000 0 13375 2328.5391360000003
4000 0 13292 2314.089136128
4000 0 13319 2318.789738496
4000 0 13354 2324.883111936
4000 0 13388 2330.802388992
4000 0 13560 2360.7469670400005
4000 0 13581 2364.402991104
4000 0 13198 2297.724076032
4000 0 13335 2321.5752806400005
4000 0 13094 2279.618052096
4000 0 13591 2366.143954944
4000 0 13126 2285.1891363840004
4000 0 12979 2259.5969679360005
4000 0 13468 2344.7300997120005
4000 0 13471 2345.2523888640003
4000 0 13736 2391.387930624
4000 0 13295 2314.6114252800003
4000 0 13270 2310.25901568
4000 0 13443 2340.3776901120004
4000 0 13412 2334.9807022080004
4000 0 13370 2327.6686540800006
4000 0 13815 2405.1415449600004
4000 0 14025 2441.7017856
4000 0 13372 2328.016846848
4000 0 13235 2304.16564224
4000 0 13355 2325.05720832
4000 0 13370 2327.6686540800006
4000 0 13357 2325.4054010880004
4000 0 13466 2344.381906944
4000 0 13511 2352.2162442240005
4000 0 13095 2279.7921484800004
4000 0 13355 2325.05720832
4000 0 13432 2338.4626298880003
4000 0 13452 2341.944557568
4000 0 13356 2325.2313047040006
4000 0 13429 2337.940340736
4000 0 13126 2285.1891363840004
4000 0 13245 2305.9066060800005
4000 0 13359 2325.7535938560004
4000 0 13345 2323.3162444800005
4000 0 13106 2281.7072087040005
4000 0 13359 2325.7535938560004
4000 0 13355 2325.05720832
4000 0 13551 2359.180099584
4000 0 13305 2316.35238912
