Scenario,Config,Approach,Nodes,DER
2,SN3,Plain_LBT,2000,1.0
2,SN3,Plain_LBT,2000,1.0
2,SN3,Plain_LBT,2000,1.0
2,SN3,Plain_LBT,2000,1.0
2,SN3,Plain_LBT,2000,1.0
2,SN3,Plain_LBT,2000,1.0
2,SN3,Plain_LBT,3000,1.0
2,SN1,Classifier_LBT,4000,0.7174568173465637
2,SN1,Classifier_LBT,4000,0.7303950912900329
2,SN1,Classifier_LBT,4000,0.7163403614457832
2,SN1,Classifier_LBT,4000,0.7211416648036366
2,SN1,Classifier_LBT,4000,0.7242073853039911
2,SN3,Plain_LBT,3000,1.0
2,SN1,Classifier_LBT,4000,0.7297277079593059
2,SN3,Plain_LBT,3000,1.0
2,SN3,Plain_LBT,3000,1.0
2,SN3,Plain_LBT,3000,1.0
2,SN3,Plain_LBT,3000,1.0
2,SN3,Plain_LBT,3000,1.0
2,SN3,ALOHA,5000,0.9903183950494061
2,SN3,Plain_LBT,3000,1.0
2,SN3,Plain_LBT,3000,1.0
2,SN3,Plain_LBT,3000,1.0
2,SN3,ALOHA,5000,0.9908404630095622
2,SN1,Classifier_LBT,4000,0.7288931980906921
2,SN3,Plain_LBT,4000,1.0
2,SN3,Plain_LBT,4000,0.9998747181157605
2,SN3,Plain_LBT,4000,1.0
2,SN3,Plain_LBT,4000,1.0
2,SN3,Plain_LBT,4000,1.0
2,SN3,Plain_LBT,4000,1.0
2,SN3,Plain_LBT,4000,1.0
2,SN3,Plain_LBT,4000,1.0
2,SN3,Plain_LBT,4000,1.0
2,SN3,Plain_LBT,4000,1.0
2,SN3,Plain_LBT,5000,1.0
2,SN3,Plain_LBT,5000,1.0
2,SN3,Plain_LBT,5000,1.0
2,SN3,Plain_LBT,5000,1.0
2,SN3,Plain_LBT,5000,1.0
2,SN3,Plain_LBT,5000,1.0
2,SN3,Plain_LBT,5000,1.0
2,SN3,Plain_LBT,5000,1.0
2,SN3,Plain_LBT,5000,1.0
2,SN3,Plain_LBT,5000,1.0
2,SN3,Classifier_LBT,500,0.9987146529562982
2,SN3,Classifier_LBT,500,0.9950769230769231
2,SN3,Classifier_LBT,500,0.9988095238095238
2,SN3,Classifier_LBT,500,1.0
2,SN3,Classifier_LBT,500,0.9976662777129521
2,SN3,Classifier_LBT,500,0.9975624619134674
2,SN3,Classifier_LBT,500,0.9975046787273861
2,SN3,Classifier_LBT,500,0.9976744186046511
2,SN3,Classifier_LBT,500,0.997624703087886
2,SN3,Classifier_LBT,500,0.9966740576496674
2,SN3,Classifier_LBT,1000,0.9964757709251101
2,SN3,Classifier_LBT,1000,0.9957957957957958
2,SN3,Classifier_LBT,1000,0.9963536918869644
2,SN3,Classifier_LBT,1000,0.9975932611311673
2,SN3,Classifier_LBT,1000,0.9969779389543669
2,SN3,Classifier_LBT,1000,0.9952648712636875
2,SN3,Classifier_LBT,1000,0.9976428992339422
2,SN3,Classifier_LBT,1000,0.9988475943532124
2,SN3,Classifier_LBT,1000,0.994588093806374
2,SN3,Classifier_LBT,1000,0.9983202687569989
2,SN3,Classifier_LBT,2000,0.9922178988326849
2,SN3,Classifier_LBT,2000,0.9939421475087081
2,SN3,Classifier_LBT,2000,0.9933930406695052
2,SN3,Classifier_LBT,2000,0.9944509345794392
2,SN3,Classifier_LBT,2000,0.9942831352489845
2,SN3,Classifier_LBT,2000,0.9937229113734868
2,SN3,Classifier_LBT,2000,0.9936680235187698
2,SN3,Classifier_LBT,2000,0.9948312557008209
2,SN3,Classifier_LBT,2000,0.9912346985038537
2,SN3,Classifier_LBT,2000,0.9926425505824648
2,SN3,Classifier_LBT,3000,0.9869136299577209
2,SN3,Classifier_LBT,3000,0.9918049372723594
2,SN3,Classifier_LBT,3000,0.9887551785362004
2,SN3,Classifier_LBT,3000,0.992847208424399
2,SN3,Classifier_LBT,3000,0.9900799676080575
2,SN3,Classifier_LBT,3000,0.9921921921921922
2,SN3,Classifier_LBT,3000,0.9905880069862216
2,SN3,Classifier_LBT,3000,0.9915607625099285
2,SN3,Classifier_LBT,3000,0.9921042242400315
3,SN1,ALOHA,500,0.9628217349857007
3,SN1,ALOHA,500,0.9624608967674662
3,SN1,ALOHA,500,0.963673057517659
3,SN1,ALOHA,500,0.9672619047619048
3,SN1,ALOHA,500,0.9782608695652174
3,SN1,ALOHA,500,0.974559686888454
3,SN1,ALOHA,500,0.9675126903553299
3,SN1,ALOHA,500,0.974757281553398
3,SN1,ALOHA,500,0.9645669291338582
3,SN1,ALOHA,500,0.9683131407269339
3,SN1,ALOHA,1000,0.9349593495934959
3,SN1,ALOHA,1000,0.9355307804168687
3,SN1,ALOHA,1000,0.9304430681276799
3,SN1,ALOHA,1000,0.930929405789741
3,SN1,ALOHA,1000,0.9440870856011875
3,SN1,ALOHA,1000,0.9276248725790011
3,SN1,ALOHA,1000,0.9365878208354304
3,SN1,ALOHA,1000,0.9288867091711623
3,SN1,ALOHA,1000,0.955920041004613
3,SN1,ALOHA,1000,0.9475806451612904
2,SN3,Classifier_LBT,3000,0.9891585438631391
3,SN1,ALOHA,2000,0.8851612903225806
3,SN1,ALOHA,2000,0.8833869769744986
3,SN1,ALOHA,2000,0.873955960516325
3,SN1,ALOHA,2000,0.8812279818822345
3,SN1,ALOHA,2000,0.8894817073170732
3,SN1,ALOHA,2000,0.8881261123824052
3,SN1,ALOHA,2000,0.8922200198216056
3,SN1,ALOHA,2000,0.8809815950920246
3,SN1,ALOHA,2000,0.8840101522842639
3,SN1,ALOHA,2000,0.8759436336185203
3,SN1,ALOHA,3000,0.8364571239011445
3,SN1,ALOHA,3000,0.8270341640534742
3,SN1,ALOHA,3000,0.8362959200948028
3,SN1,ALOHA,3000,0.8340006673340007
3,SN1,ALOHA,3000,0.8449924509310518
3,SN1,ALOHA,3000,0.8157640232108317
3,SN1,ALOHA,3000,0.8181818181818182
3,SN1,ALOHA,3000,0.8369225710997863
3,SN1,ALOHA,3000,0.8338626107304028
3,SN1,ALOHA,3000,0.8360223905169575
3,SN1,ALOHA,4000,0.7771428571428571
3,SN1,ALOHA,4000,0.7814145974416855
3,SN1,ALOHA,4000,0.795124415814071
3,SN1,ALOHA,4000,0.7855398143624817
3,SN1,ALOHA,4000,0.7744803405960431
3,SN1,ALOHA,4000,0.7838577291381669
3,SN1,ALOHA,4000,0.7866485686080947
3,SN1,ALOHA,4000,0.7894141312547146
3,SN1,ALOHA,4000,0.7888762769580022
3,SN1,ALOHA,4000,0.7971604938271605
3,SN1,ALOHA,5000,0.7395278754394776
2,SN3,Classifier_LBT,4000,0.9862441100471196
3,SN1,ALOHA,5000,0.7295973351621436
2,SN3,Classifier_LBT,4000,0.9861069836552749
3,SN1,ALOHA,5000,0.730255285201436
3,SN1,ALOHA,5000,0.7314916029017192
3,SN1,ALOHA,5000,0.7350351241713664
3,SN1,ALOHA,5000,0.7306854199683043
3,SN1,ALOHA,5000,0.732989064398542
3,SN1,Plain_LBT,500,1.0
3,SN1,Plain_LBT,500,1.0
3,SN1,Plain_LBT,500,1.0
3,SN1,Plain_LBT,500,1.0
2,SN3,Classifier_LBT,4000,0.9854358219933799
3,SN1,Plain_LBT,500,1.0
3,SN1,Plain_LBT,500,1.0
3,SN1,Plain_LBT,500,1.0
3,SN1,Plain_LBT,500,1.0
3,SN1,Plain_LBT,500,1.0
3,SN1,Plain_LBT,500,1.0
3,SN1,Plain_LBT,1000,0.9995121951219512
3,SN1,Plain_LBT,1000,1.0
3,SN1,Plain_LBT,1000,1.0
3,SN1,Plain_LBT,1000,1.0
3,SN1,Plain_LBT,1000,1.0
3,SN1,Plain_LBT,1000,1.0
3,SN1,Plain_LBT,1000,1.0
3,SN1,Plain_LBT,1000,1.0
3,SN1,Plain_LBT,1000,1.0
3,SN1,Plain_LBT,1000,1.0
3,SN1,Plain_LBT,2000,1.0
3,SN1,Plain_LBT,2000,1.0
3,SN1,Plain_LBT,2000,1.0
3,SN1,Plain_LBT,2000,1.0
3,SN1,Plain_LBT,2000,1.0
3,SN1,Plain_LBT,2000,1.0
3,SN1,Plain_LBT,2000,1.0
3,SN1,Plain_LBT,2000,1.0
3,SN1,Plain_LBT,2000,1.0
3,SN1,Plain_LBT,2000,1.0
3,SN1,Plain_LBT,3000,1.0
3,SN1,Plain_LBT,3000,1.0
3,SN1,Plain_LBT,3000,1.0
3,SN1,Plain_LBT,3000,1.0
3,SN1,Plain_LBT,3000,1.0
3,SN1,Plain_LBT,3000,1.0
3,SN1,Plain_LBT,3000,1.0
3,SN1,Plain_LBT,3000,1.0
3,SN1,Plain_LBT,3000,1.0
3,SN1,Plain_LBT,3000,1.0
3,SN1,ALOHA,5000,0.7455125648185081
3,SN1,ALOHA,5000,0.7326475581743733
3,SN1,ALOHA,5000,0.7344311377245509
3,SN1,Plain_LBT,4000,1.0
2,SN3,Classifier_LBT,4000,0.9872235505080693
2,SN3,Classifier_LBT,4000,0.9904805077062556
2,SN3,Classifier_LBT,4000,0.9855169839492348
3,SN1,Plain_LBT,4000,1.0
2,SN3,Classifier_LBT,4000,0.9870910304918763
3,SN1,Plain_LBT,4000,1.0
2,SN3,Classifier_LBT,4000,0.9850282077245769
3,SN1,Plain_LBT,4000,1.0
3,SN1,Plain_LBT,4000,1.0
3,SN1,Plain_LBT,4000,1.0
3,SN1,Plain_LBT,4000,1.0
3,SN1,Plain_LBT,4000,1.0
3,SN1,Plain_LBT,4000,1.0
3,SN1,Plain_LBT,4000,0.9998753583447588
2,SN3,Classifier_LBT,4000,0.9837260677466863
3,SN1,Plain_LBT,5000,1.0
3,SN1,Plain_LBT,5000,1.0
3,SN1,Plain_LBT,5000,0.9999011271504845
3,SN1,Plain_LBT,5000,1.0
3,SN1,Plain_LBT,5000,1.0
3,SN1,Plain_LBT,5000,1.0
3,SN1,Plain_LBT,5000,1.0
3,SN1,Plain_LBT,5000,1.0
3,SN1,Plain_LBT,5000,1.0
3,SN1,Plain_LBT,5000,1.0
2,SN3,Classifier_LBT,4000,0.9873943348657868
3,SN1,Classifier_LBT,500,0.9738317757009346
3,SN1,Classifier_LBT,500,0.9780585106382979
3,SN1,Classifier_LBT,500,0.95
3,SN1,Classifier_LBT,500,0.9623329283110571
3,SN1,Classifier_LBT,500,0.9743429286608261
3,SN1,Classifier_LBT,500,0.9619794809897405
3,SN1,Classifier_LBT,500,0.9683168316831683
3,SN1,Classifier_LBT,500,0.9777922926192031
3,SN1,Classifier_LBT,500,0.9591298615688859
3,SN1,Classifier_LBT,500,0.9786700125470514
3,SN1,Classifier_LBT,1000,0.9305336280391537
3,SN1,Classifier_LBT,1000,0.9217502395400831
3,SN1,Classifier_LBT,1000,0.9224057338734808
3,SN1,Classifier_LBT,1000,0.9215006305170239
3,SN1,Classifier_LBT,1000,0.9309494451294698
3,SN1,Classifier_LBT,1000,0.9130301167793485
3,SN1,Classifier_LBT,1000,0.9304347826086956
3,SN1,Classifier_LBT,1000,0.9293598233995585
3,SN1,Classifier_LBT,1000,0.9321561338289963
3,SN1,Classifier_LBT,1000,0.9178571428571428
3,SN1,Classifier_LBT,2000,0.8510247782196391
2,SN3,Classifier_LBT,5000,0.986494744561232
2,SN3,Classifier_LBT,5000,0.9853092316063116
2,SN3,Classifier_LBT,5000,0.9829080550336384
3,SN1,Classifier_LBT,2000,0.8460613349368611
2,SN3,Classifier_LBT,5000,0.9837388581064803
2,SN3,Classifier_LBT,5000,0.9821237676683692
3,SN1,Classifier_LBT,2000,0.8574347689405847
2,SN3,Classifier_LBT,5000,0.9850257370145064
2,SN3,Classifier_LBT,5000,0.9856674359285801
3,SN1,Classifier_LBT,2000,0.8649411764705882
3,SN1,Classifier_LBT,2000,0.8622194513715711
3,SN1,Classifier_LBT,2000,0.8650229176544966
3,SN1,Classifier_LBT,2000,0.8590049276744556
3,SN1,Classifier_LBT,2000,0.8560677328316086
3,SN1,Classifier_LBT,2000,0.85693871070181
3,SN1,Classifier_LBT,2000,0.8459993821439604
3,SN1,Classifier_LBT,3000,0.7964629227427862
3,SN1,Classifier_LBT,3000,0.7925948530159699
3,SN1,Classifier_LBT,3000,0.7945291292545417
3,SN1,Classifier_LBT,3000,0.7819383259911894
3,SN1,Classifier_LBT,3000,0.7904095904095904
3,SN1,Classifier_LBT,3000,0.7991444286005296
3,SN1,Classifier_LBT,3000,0.7905030854513126
3,SN1,Classifier_LBT,3000,0.7922225669665943
3,SN1,Classifier_LBT,3000,0.8008589985334171
3,SN1,Classifier_LBT,3000,0.7980608840700584
3,SN3,ALOHA,500,1.0
3,SN3,ALOHA,500,0.99800796812749
3,SN3,ALOHA,500,1.0
3,SN3,ALOHA,500,1.0
3,SN3,ALOHA,500,1.0
3,SN3,ALOHA,500,1.0
3,SN3,ALOHA,500,0.9980392156862745
3,SN3,ALOHA,500,0.9981042654028436
3,SN3,ALOHA,500,1.0
3,SN3,ALOHA,500,1.0
3,SN3,ALOHA,1000,0.997997997997998
3,SN3,ALOHA,1000,0.9961089494163424
3,SN3,ALOHA,1000,0.9979518689196109
3,SN3,ALOHA,1000,1.0
3,SN3,ALOHA,1000,0.9990059642147118
3,SN3,ALOHA,1000,0.997164461247637
3,SN3,ALOHA,1000,0.9969418960244648
3,SN3,ALOHA,1000,0.9969727547931383
3,SN3,ALOHA,1000,1.0
3,SN3,ALOHA,1000,0.998038254046101
3,SN3,ALOHA,2000,0.9911678115799804
3,SN3,ALOHA,2000,0.9934640522875817
3,SN3,ALOHA,2000,0.9945287241979607
3,SN3,ALOHA,2000,0.9937015503875969
3,SN3,ALOHA,2000,0.9955112219451372
3,SN3,ALOHA,2000,0.9944289693593314
3,SN3,ALOHA,2000,0.9944681921046015
3,SN3,ALOHA,2000,0.9913858626805169
3,SN3,ALOHA,2000,0.9949799196787149
3,SN3,ALOHA,2000,0.9959534648457259
3,SN3,ALOHA,3000,0.9912642162518543
3,SN3,ALOHA,3000,0.993949304987735
3,SN3,ALOHA,3000,0.9921770972037284
3,SN3,ALOHA,3000,0.9920477137176938
3,SN3,ALOHA,3000,0.9905721716514955
3,SN3,ALOHA,3000,0.9918836658775786
3,SN3,ALOHA,3000,0.9892092395886023
3,SN3,ALOHA,3000,0.9923249120562839
3,SN3,ALOHA,3000,0.9932051706993702
3,SN3,ALOHA,3000,0.9936091490077363
3,SN3,ALOHA,4000,0.9904359706868712
3,SN3,ALOHA,4000,0.9902912621359223
3,SN3,ALOHA,4000,0.9892593980267266
3,SN1,Classifier_LBT,4000,0.7426361434487069
3,SN1,Classifier_LBT,4000,0.7376947523447794
3,SN1,Classifier_LBT,4000,0.7385646380425466
3,SN3,ALOHA,4000,0.9903798100949526
3,SN1,Classifier_LBT,4000,0.7365372573575454
3,SN3,ALOHA,4000,0.9923606762680025
3,SN1,Classifier_LBT,4000,0.7280079346913862
3,SN3,ALOHA,4000,0.9912750841331173
3,SN3,ALOHA,4000,0.9871217804451112
3,SN3,ALOHA,4000,0.991540404040404
3,SN3,ALOHA,4000,0.9911305434103685
3,SN3,ALOHA,4000,0.9918471337579617
3,SN3,ALOHA,5000,0.9862711694558574
3,SN3,ALOHA,5000,0.9871090236834216
3,SN3,ALOHA,5000,0.986244019138756
3,SN3,ALOHA,5000,0.989229081480004
3,SN3,ALOHA,5000,0.9898655428456753
3,SN3,ALOHA,5000,0.9869155086722792
3,SN3,Plain_LBT,500,1.0
3,SN3,Plain_LBT,500,1.0
3,SN3,Plain_LBT,500,1.0
3,SN3,Plain_LBT,500,1.0
3,SN3,ALOHA,5000,0.9874617435087373
3,SN3,Plain_LBT,500,1.0
3,SN3,Plain_LBT,500,1.0
3,SN3,Plain_LBT,500,1.0
3,SN3,Plain_LBT,500,1.0
3,SN3,Plain_LBT,500,1.0
3,SN3,Plain_LBT,500,1.0
3,SN3,Plain_LBT,1000,1.0
3,SN3,ALOHA,5000,0.9871871871871872
3,SN3,Plain_LBT,1000,1.0
3,SN3,Plain_LBT,1000,1.0
3,SN3,Plain_LBT,1000,1.0
3,SN3,Plain_LBT,1000,1.0
3,SN3,Plain_LBT,1000,1.0
3,SN3,Plain_LBT,1000,1.0
3,SN3,Plain_LBT,1000,1.0
3,SN3,Plain_LBT,1000,1.0
3,SN1,Classifier_LBT,4000,0.7207689408217113
3,SN3,Plain_LBT,1000,1.0
3,SN3,Plain_LBT,2000,1.0
3,SN3,Plain_LBT,2000,1.0
3,SN3,Plain_LBT,2000,1.0
3,SN3,Plain_LBT,2000,1.0
3,SN3,ALOHA,5000,0.9855602808822075
3,SN3,Plain_LBT,2000,1.0
3,SN3,Plain_LBT,2000,1.0
3,SN3,Plain_LBT,2000,1.0
3,SN3,Plain_LBT,2000,1.0
3,SN3,Plain_LBT,2000,1.0
3,SN3,ALOHA,5000,0.9889101723964109
3,SN3,Plain_LBT,2000,1.0
3,SN3,Plain_LBT,3000,1.0
3,SN3,Plain_LBT,3000,1.0
3,SN3,Plain_LBT,3000,1.0
3,SN3,Plain_LBT,3000,1.0
3,SN3,Plain_LBT,3000,1.0
3,SN3,Plain_LBT,3000,1.0
3,SN3,Plain_LBT,3000,1.0
3,SN3,Plain_LBT,3000,1.0
3,SN3,Plain_LBT,3000,1.0
3,SN3,Plain_LBT,3000,1.0
3,SN3,Plain_LBT,4000,1.0
3,SN3,Plain_LBT,4000,1.0
3,SN3,Plain_LBT,4000,1.0
3,SN3,Plain_LBT,4000,1.0
3,SN3,Plain_LBT,4000,1.0
3,SN3,Plain_LBT,4000,1.0
3,SN3,Plain_LBT,4000,1.0
3,SN1,Classifier_LBT,4000,0.7469403868930122
3,SN3,Plain_LBT,4000,1.0
3,SN3,Plain_LBT,4000,1.0
3,SN3,Plain_LBT,4000,1.0
3,SN3,Plain_LBT,5000,1.0
3,SN3,Plain_LBT,5000,1.0
3,SN3,Plain_LBT,5000,1.0
3,SN3,Plain_LBT,5000,1.0
3,SN3,Plain_LBT,5000,1.0
3,SN3,Plain_LBT,5000,1.0
3,SN3,Plain_LBT,5000,1.0
3,SN3,Plain_LBT,5000,1.0
3,SN1,Classifier_LBT,4000,0.7268579382878354
3,SN1,Classifier_LBT,4000,0.7361944076641483
3,SN3,Plain_LBT,5000,1.0
3,SN3,Plain_LBT,5000,1.0
3,SN1,Classifier_LBT,4000,0.7347855891537817
3,SN3,Classifier_LBT,500,1.0
3,SN3,Classifier_LBT,500,0.9961832061068703
3,SN3,Classifier_LBT,500,0.9986876640419947
3,SN3,Classifier_LBT,500,1.0
3,SN3,Classifier_LBT,500,1.0
3,SN3,Classifier_LBT,500,0.9987987987987988
3,SN3,Classifier_LBT,500,0.9974093264248705
3,SN3,Classifier_LBT,500,0.9975293390982087
3,SN3,Classifier_LBT,500,0.9975
3,SN3,Classifier_LBT,500,0.9986928104575163
3,SN3,Classifier_LBT,1000,0.9980026631158455
3,SN3,Classifier_LBT,1000,0.9941118743866536
3,SN3,Classifier_LBT,1000,0.9963713335349259
3,SN3,Classifier_LBT,1000,0.9974326059050064
3,SN3,Classifier_LBT,1000,0.9944852941176471
3,SN3,Classifier_LBT,1000,0.9975445058317987
3,SN3,Classifier_LBT,1000,0.9981634527089073
3,SN1,Classifier_LBT,5000,0.675800224187321
3,SN3,Classifier_LBT,1000,0.9951792708647182
3,SN3,Classifier_LBT,1000,0.9968553459119497
3,SN3,Classifier_LBT,1000,0.9964932787843367
3,SN1,Classifier_LBT,5000,0.6850290425332584
3,SN1,Classifier_LBT,5000,0.6703674170398086
3,SN1,Classifier_LBT,5000,0.6712910886139233
3,SN1,Classifier_LBT,5000,0.6788015072322839
3,SN1,Classifier_LBT,5000,0.6727020339187639
3,SN1,Classifier_LBT,5000,0.6754153623886348
3,SN3,Classifier_LBT,2000,0.9917829457364341
3,SN3,Classifier_LBT,2000,0.9954030033711309
3,SN3,Classifier_LBT,2000,0.9945602901178604
3,SN1,Classifier_LBT,5000,0.6823204419889503
3,SN3,Classifier_LBT,2000,0.991262428442302
3,SN3,Classifier_LBT,2000,0.9926275434974934
3,SN3,Classifier_LBT,2000,0.9931687626145008
3,SN3,Classifier_LBT,2000,0.9922837216204184
3,SN3,Classifier_LBT,2000,0.9917165209387943
3,SN3,Classifier_LBT,2000,0.9911256422232602
3,SN3,Classifier_LBT,2000,0.9933864422065234
3,SN3,Classifier_LBT,3000,0.9912408759124087
3,SN3,Classifier_LBT,3000,0.9907597535934292
3,SN3,Classifier_LBT,3000,0.9880646157012039
3,SN3,Classifier_LBT,3000,0.9901362619483425
3,SN3,Classifier_LBT,3000,0.9908940397350994
3,SN3,Classifier_LBT,3000,0.989738219895288
3,SN3,Classifier_LBT,3000,0.9921931924638284
3,SN3,Classifier_LBT,3000,0.9919723605324662
3,SN3,Classifier_LBT,3000,0.9902254139237981
3,SN3,Classifier_LBT,3000,0.9899451553930531
3,SN3,Classifier_LBT,4000,0.9873807325330871
3,SN3,Classifier_LBT,4000,0.9907334694518611
3,SN3,Classifier_LBT,4000,0.9867872044506258
3,SN3,Classifier_LBT,4000,0.9874006299685015
3,SN3,Classifier_LBT,4000,0.9891995404059747
3,SN3,Classifier_LBT,4000,0.9885632594710507
3,SN3,Classifier_LBT,4000,0.987672393867016
3,SN3,Classifier_LBT,4000,0.9866646111153935
3,SN3,Classifier_LBT,4000,0.9891429008333971
3,SN3,Classifier_LBT,4000,0.9864565001147754
3,SN3,Classifier_LBT,5000,0.9843990873774434
3,SN3,Classifier_LBT,5000,0.9845323304622103
3,SN3,Classifier_LBT,5000,0.9813996316758747
3,SN3,Classifier_LBT,5000,0.9852759980285856
3,SN3,Classifier_LBT,5000,0.9823788546255506
3,SN3,Classifier_LBT,5000,0.9866699278463984
3,SN3,Classifier_LBT,5000,0.9848746758859118
3,SN3,Classifier_LBT,5000,0.9853538461538461
3,SN3,Classifier_LBT,5000,0.9844491631276543
3,SN3,Classifier_LBT,5000,0.9833539603960396
